,word,arabic,hungarian,indonesian,vietnamese,turkish,ico_vietnamese,ico_hungarian,ico_indonesian,ico_arabic,ico_turkish,ico_english,ico_rating_2022,ico_rating_2017,
18920,dodo,الدودو,dodót,Dodo,cưu,Dodo,0.528790947790754,0.513217513277067,0.519711036548666,0.51048479028213,0.520098234003355,0.515021698768874,4.3,,
18921,gracefully,برشاقة,elegánsan,anggun,danh_dự,zarafetle,0.599707390636186,0.593466678979395,0.602689070604738,0.606760515723678,0.600277538193609,0.598757882695923,,,
18930,understandably,مفهومة,érthető,dimengerti,dễ,anlaşılır,0.65790967348515,0.701172004308659,0.704215840859424,0.664897819749574,0.688592076711391,0.703128043227146,,,
18939,keyed,بالمفتاح,karcolta,tegang,khóa,anahtarla,0.522906263614282,0.531729999379345,0.530825113307113,0.535784610007892,0.523623312230115,0.542078465261113,,,
18942,stubs,أعقاب,fizetési,potongan,cuống,koçanı,0.449607941551587,0.457555408161509,0.457048578036546,0.468945774106186,0.463345095004367,0.458134719546405,,,
18945,trotting,يهرول,manó,berlari,rao_giảng,Tırıs,0.462612350432064,0.471844537757765,0.461199197166699,0.468002960041733,0.458697042706432,0.460287018071901,,,
18950,actin,'مثل,játszottad,like,hành_động,davranmıyorsun,0.414769357313568,0.412676574542804,0.414413310742309,0.41308751607869,0.41753022855311,0.410224133215276,,,
18951,acorns,الجوز,makkot,biji,quả,meşe,0.538854882350469,0.523968417276658,0.532421330594781,0.550906472639354,0.528810868001682,0.506945415943236,,,
18960,deformity,تشوه,deformitás,kelainan,biến_dạng,bozukluğu,0.553374058222324,0.547470973600238,0.5468923016554,0.556452374634232,0.549086728399822,0.541997680627842,4.16666666666667,,
18962,rackets,مضارب,ütőkkel,raket,DA,raketleriyle,0.464687232235247,0.487436001587696,0.502891820966227,0.509826150744352,0.486972456003854,0.494946237665956,,,
18963,mauve,البنفسجي,mályva,muda,cà,leylak,0.519823180185788,0.489595146671239,0.503542706258868,0.451829099784985,0.483787963618375,0.516591832718553,,,
18973,barks,ينبح,ugat,menggonggong,sủa,havlar,0.563270518616559,0.552902455185172,0.521022607312077,0.557646489440751,0.539764301611179,0.550032292542029,,,
18993,saintly,القديسين,szent,Pesona,thánh_thiện,aziz,0.543360677130695,0.534840981320922,0.541336989510116,0.546552117983426,0.535794748673971,0.546772025899796,,,
18998,pauper,فقير,koldus,miskin,táng,yoksul,0.483559822988415,0.465059731323147,0.461908758613496,0.473682207031124,0.465365419908999,0.477961833452626,,,
19005,nines,تسعات,kilences,sembilan,9,dokuzlu,0.257967925984139,0.44310911758422,0.445787007484066,0.470073448764506,0.460759503248132,0.457819733867062,,,
19008,implicating,تورط,belekeverte,melibatkan,dính_líu,suçlayan,0.530918387166036,0.579570160585081,0.575273584840781,0.502620785641925,0.558974165004466,0.57387245284194,,,
19011,bounding,نحونا,szakadékok,lelatu,Mạch,{,0.54954952633151,0.549159635466038,0.542732912279281,0.54916395284098,0.289931930369967,0.545909793810926,,,
19026,eroticism,الإثارة,erotika,erotisme,dâm_dục,anılara,0.572405947236935,0.57590146708573,0.582919378594965,0.581314251730813,0.579809995973835,0.57077807476568,,,
19031,billionaires,المليارات,milliárdosok,miliarder,tỷ_phú,milyarder,0.410823044338748,0.406130365579173,0.41358362373005,0.413288346400368,0.414836251688192,0.414227643643203,,,
19041,antisocial,للمجتمع,antiszociális,antisosial,xã_hội,antisosyal,0.543523888296075,0.56465272952391,0.566534159280472,0.543418232596816,0.562967523121136,0.554059169930212,,,
19045,convulsions,تشنجات,görcsei,kejang-kejang,co_giật,havale,0.545093872202724,0.548293087244022,0.547952252844444,0.553108616527883,0.548120858584182,0.535446740758263,,,
19048,wreak,فسادا,pusztítást,malapetaka,tàn_phá,kasıp,0.59646986286213,0.608998737734077,0.603023244597139,0.591496675169585,0.599101697387412,0.582085780559301,4.2,,
19049,syringe,الحقنة,fecskendőt,suntik,ống_tiêm,şırınga,0.553215452655834,0.536906452380197,0.556760651310141,0.562047390702531,0.548767044116853,0.558524754515387,3.4,,
19055,gingerbread,الزنجبيل,mézeskalács,jahe,bánh,zencefilli,0.541732288069796,0.473613828661982,0.547205927172112,0.486827317396344,0.484137747758647,0.493550322149776,2.9,,
19061,varnish,الطلاء,lakk,pernis,vernie,vernik,0.532587306645782,0.548228011217518,0.534026760907626,0.540368977954151,0.530897212757046,0.530509912509804,,,
19066,pheasants,طيور,fácánok,pegar,gà_lôi,sülün,0.493867774192005,0.490873499904143,0.498784981129152,0.508470760280651,0.501172158346428,0.485846410491336,,,
19074,purging,تطهير,megtisztulás,membersihkan,tẩy,tasfiye,0.571367876981952,0.644219525431107,0.646040546286765,0.592229133093036,0.629500212176146,0.607225501484358,,,
19078,mints,النعناع,mentolos,permen,bạc_hà,nane,0.471822431881317,0.462138395971797,0.464516701131725,0.466951597789608,0.469862425691617,0.463036658601091,,,
19080,kidnapper,الخاطف,emberrabló,penculik,bắt_cóc,kaçıran,0.54985451258902,0.542961274458032,0.539976549827731,0.546601247963712,0.5454944865896,0.546300421081598,,,
19087,ketchup,الكاتشب,ketchupot,saus,sốt,ketçap,0.551137087060253,0.488440021167452,0.544266881539782,0.497121209487247,0.523146484132134,0.528611417067579,2.09090909090909,0.3,
19088,heeled,كعب,sarkú,bertumit,súng,yatmışken,0.587971637087466,0.572961720564808,0.548650854634908,0.60769174377908,0.542616762310533,0.577000197051044,,,
19096,birthright,بالولادة,születési,hak,quyền,doğuştan,0.504408140650153,0.50647620960181,0.488917396209295,0.498960599263954,0.502350716728738,0.498452734438957,,,
19097,goings,والخارجين,jövés-menés,perginya,đi_lại,geliş,0.565076175664336,0.559022167636281,0.565744561025724,0.561758206853855,0.5718167521818,0.566697796629074,,,
19098,dredge,جرف,felhánytorgatni,mengeruk,hút,tarak,0.505189273546386,0.449553801301389,0.47244086910761,0.522256150736913,0.486606503526466,0.49379094315589,4.7,,
19101,annoy,تزعجني,idegesíteni,mengganggu,làm_phiền,kızdırmak,0.621434711870404,0.627083209540094,0.62794082865881,0.624110004817155,0.621796934456414,0.613968696851338,4.81818181818182,,
19105,smokes,يدخن,dohányzik,merokok,hút,içiyor,0.676407123426572,0.623984019400767,0.643426301845459,0.663484964384619,0.645151691970407,0.654458572693659,,,
19111,seedy,البذور,lepukkant,kumuh,xơ_xác,köhne,0.604154220761682,0.573793323229098,0.607426344446315,0.602090530727259,0.60278528742291,0.595569463517926,,,
19117,thermonuclear,نووي,termonukleáris,termonuklir,hạt_nhân,termonükleer,0.455764167788219,0.437289577886341,0.451673329388231,0.45399366877113,0.45462833815959,0.447105022209956,,,
19120,ça,رماية,ca,Comme,bản_xứ,va,0.413509602165241,0.431717610691236,0.414631480083823,0.419063178866351,0.450918189780644,0.431991189501795,,,
19134,headstrong,عنيدة,önfejű,keras,cứng_đầu,dik,0.58374557896014,0.587923458449644,0.574507310323199,0.560637443102043,0.56604128152203,0.583400375647839,4.4,,
19136,carbonated,كولا,Vichy,bersoda,Carbonard,gazlı,0.481640925278048,0.490052637437831,0.488348773493565,0.505950782010614,0.494124005546726,0.468307973519236,,,
19137,voracious,شرهة,telhetetlen,rakus,phàm_ăn,doymak,0.564806033071063,0.570077442599215,0.565111490256609,0.531916549625282,0.565279167692613,0.568792841600039,4.42857142857143,,
19140,fanatics,المتعصبين,fanatikusok,fanatik,cuồng_tín,fanatikler,0.598433653831796,0.59801008803266,0.601849081117978,0.597828514549825,0.596959548633637,0.597825998166616,,,
19141,formalities,الشكليات,formaságokat,formalitas,thủ_tục,formaliteleri,0.508756064311357,0.588884243691025,0.586339057049088,0.574188436491958,0.58222538090647,0.569914042921001,,,
19142,indulging,الإنغماس,kedvében,memanjakan,buông_thả,müsamaha,0.660282175998341,0.677262788245373,0.678370760521964,0.684723193883255,0.675057686211669,0.675360740475284,,,
19153,heinous,الشنيعة,förtelmes,keji,ghê_tởm,tiksindirici,0.562520045304952,0.586166965884599,0.565619906475144,0.568770027815225,0.586698080636441,0.572070468929531,3.9,,
19154,confining,المبانى,korlátozza,membatasi,nguyên_thuỷ,daraldı,0.66683681470105,0.667385891094157,0.669684513849121,0.655680496317605,0.657624984753431,0.674056694940764,,,
19155,photogenic,للتصوير,fotogén,fotogenik,ảnh,fotojenik,0.432672757775608,0.424939273400218,0.419708716345177,0.428080414900549,0.425108935189988,0.422861835506629,4.09090909090909,,
19156,toasted,محمص,pirított,panggang,nướng,kaldırdık,0.554600189096278,0.535842618693594,0.545849934889796,0.584498965789474,0.542358265625325,0.538896740069897,,,
19168,porno,الإباحية,kemény,teater,khiêu_dâm,Porno,0.463582313042011,0.462304297876566,0.458646386341043,0.43677778966229,0.472862124847804,0.465303805510093,,,
19173,collarbone,الترقوة,kulcscsontja,selangka,xương_đòn,köprücük,0.471800655095217,0.456970445152481,0.460500550554218,0.46423578594156,0.470574030170699,0.469627024261775,4.33333333333333,,
19175,crawled,زحفت,mászott,merangkak,bò,sürünerek,0.542511807819119,0.5845118751726,0.564523680903069,0.612907151222455,0.573244430160003,0.592511032188814,,,
19198,coffers,خزائن,kincstár,kas,kho_bạc,kasaları,0.511300383684119,0.522345560780546,0.520186665254462,0.521165168593211,0.518767202468693,0.515485462746903,,,
19199,crouching,القرفصاء,guggolva,meringkuk,cúi,çömelmiş,0.545055631874874,0.531924150858988,0.528350576295147,0.529119151096173,0.537118380403933,0.539908365752263,,,
19201,asparagus,الهليون,spárga,saus,măng_tây,kuşkonmaz,0.518447748435334,0.518170449399618,0.537508603046038,0.501701591311854,0.500777489542407,0.493583348037949,3.2,-0.181818182,
19210,purifying,تنقية,tisztító,memurnikan,trong_sạch,arındırıcı,0.564040048734116,0.575471016552818,0.58413679878349,0.532628869972039,0.580005289625022,0.575221739014373,,,
19215,bristle,الخشن,Imádtuk,menumpahkan,cứng,diken,0.538477191656749,0.482045926477591,0.460012490908776,0.500403133968327,0.496144107162844,0.49232056888514,5.55555555555556,0.583333333,
19227,stopper,سدادة,főattrakció,penyumbat,van,tıpa,0.558017069671587,0.499225580049346,0.514497109198499,0.566438914232587,0.541871478863502,0.537906289485203,4,,
19232,bookkeeping,الدفاتر,könyvelés,pembukuan,sổ_sách,muhasebe,0.463427665655925,0.464468184700679,0.464330040814603,0.459814472292913,0.462222174542122,0.456844064277981,,,
19242,coastguard,السواحل,parti,penjaga,biên_phòng,Sahil,0.452491018609918,0.458349019879872,0.445501537098381,0.443103232757154,0.44964020456651,0.438347321443335,,,
19245,unclaimed,يطالب,gazdátlan,mengklaim,học_bổng,sahipsiz,0.502828597383916,0.517012867899481,0.513505569815568,0.511342428137323,0.513368254694855,0.514648160047737,,,
19256,coldly,ببرود,ridegen,dingin,lạnh_lùng,sofrasında,0.617662384746357,0.616322886228626,0.618492702463965,0.585788036406,0.616097508856915,0.616876438752982,,,
19258,lassie,لاسي,lányka,Nak,gái,delikanlının,0.54703477452631,0.51565130738931,0.516110912114446,0.531452611172071,0.471827082685584,0.522000520042155,,,
19263,worships,يعبد,imádja,memuja,tôn_thờ,tapıyor,0.551637787913087,0.554083387257011,0.554434695402582,0.535083765914483,0.549693510302085,0.544761730016462,,,
19265,swamped,غارق,havazva,sibuk,bận,yoğunum,0.582098817152564,0.590618355969366,0.589221481349982,0.590621643939265,0.58917581371422,0.609552080489663,,,
19282,pancakes,الفطائر,palacsintát,pancake,bánh,krep,0.560439528284296,0.524445940231773,0.53882055262566,0.538339689216917,0.564785613351916,0.532543455847512,,,
19289,mingle,تختلط,elvegyülni,berbaur,ẩn,katılın,0.566163780688481,0.598613574229821,0.603115763735393,0.594401985849306,0.600055765062583,0.603432881755524,4.9,,
19297,cot,سرير,priccsen,pondok,giường,karyola,0.497966372117014,0.485826502827232,0.487377659357709,0.497659438236327,0.482838294410419,0.506858475317375,3.55555555555556,,
19298,trackers,التعقب,nyomkövető,pelacak,theo_dõi,cihazlarını,0.54577139580525,0.549004488789226,0.541635289434585,0.541522959440087,0.54463963404384,0.540728780096419,,,
19299,toil,الكدح,gürcölnek,keras,lao_động,Emek,0.558265948788231,0.553499479206409,0.552406973738841,0.547155227773178,0.553106555167892,0.55661817821851,3.1,,
19308,bulging,منتفخة,dülledt,membengkak,lồi,şişkin,0.601141997363967,0.602319275137674,0.587648696097569,0.631968296127258,0.606999585414202,0.608712976147658,,,
19309,adulterous,زانية,házasságtörő,berzina,phản_trắc,zina,0.555314760592185,0.555759926226035,0.555612478073689,0.543695504497493,0.558286624685969,0.55064188235336,3.7,,
19315,jettisoned,التخلي,gondolát,pod,vứt,fırlatılmış,0.573141752859944,0.569436689951031,0.570300742397988,0.566893015118157,0.557822973446303,0.575898253224905,,,
19323,passageways,الممرات,folyosók,lorong,lối,geçitler,0.52355370246409,0.538737984792221,0.539368389335696,0.536923733366764,0.537656515261289,0.533359800171746,,,
19341,denials,الإنكار,tagadás,penolakan,phủ_nhận,İnkar,0.556792888541318,0.597615799858556,0.604037060445954,0.609725717286637,0.581135879085306,0.59990673486866,,,
19344,billet,كتلة,szállására,doux,ống,çubuk,0.51482475504435,0.497789335287076,0.526172569314882,0.543259456712599,0.522997940458564,0.521048234424938,,,
19346,lumberjack,حطاب,favágó,penebang,tiều,oduncu,0.541449182115869,0.505294174954988,0.492542603921594,0.536498393902611,0.517621344093261,0.502718656050197,5,,
19350,vermin,الحشرات,férgek,hama,sâu_bọ,haşarat,0.634548598869786,0.619331696471701,0.634127947431851,0.62247525154833,0.622112368076011,0.624854900354969,3.81818181818182,,
19353,confuses,يخلط,összezavar,membingungkan,bối_rối,karıştırıyor,0.63498027504245,0.661500074429832,0.656656467373284,0.633641768912032,0.644077299542518,0.656493331507774,,,
19354,runnin,يركضون,Kifutunk,berlari,Macon,kaçıyorsun,0.479638025837622,0.43305400509055,0.447813431525429,0.45321248423382,0.432086031169809,0.464389648976753,,,
19355,irregularity,إنتظام,szabálytalanságok,surat-suratmu,bất_thường,düzensizlik,0.560166806632074,0.587813383035659,0.578595699437198,0.563119356080069,0.573491657654804,0.568125392679517,,,
19375,entertains,تبث,szórakoztatja,menghibur,Vì,eğlendiriyor,0.592598773373648,0.619508842043538,0.619443013967519,0.569081346953483,0.613248390828413,0.621305420709206,,,
19377,manipulator,مناور,manipulátor,manipulasi,bậc,manipülatör,0.541938597596128,0.528444040160087,0.534552712026708,0.533321135062244,0.532360875968872,0.532673870859909,,,
19378,matchbox,علبة,gyufásdobozt,korek,diêm,kibrit,0.507704729347262,0.439839383591505,0.487410309547467,0.541991664568246,0.473252067262877,0.478486473482653,4.3,,
19380,freaky,الفظيع,Ijesztő,menakutkan,quái_đản,acayip,0.555884318049565,0.548414206234141,0.519518020692594,0.5561641556944,0.557990995087094,0.56635162067403,5.2,,
19383,lasso,حبل,lasszó,laso,dây,kement,0.487870086162649,0.488113797852732,0.492044742786521,0.48148396161196,0.481629852260764,0.489279658487004,4.8,,
19385,bossy,متسلطة,parancsolgató,memerintah,hách_dịch,patronluk,0.504115990905443,0.493925371396923,0.48223332662717,0.512037678540429,0.494428909204288,0.508521628675784,4.3,,
19393,knitted,الوشاح,kötött,rajutan,đan,ördü,0.568605060529308,0.551849153235349,0.553017185540021,0.561623472877033,0.566352531918467,0.555365905081181,4.5,0.3,
19396,intoxicating,المسكرة,mámorító,memabukkan,say_mê,edici,0.577171740442361,0.573675712268723,0.573617659644208,0.569726983431514,0.569899083579115,0.55877862530237,,,
19399,spaceships,الفضائية,űrhajók,angkasa,tàu,gemileri,0.558504415219894,0.56333308518609,0.56357145708228,0.558404208516742,0.562062956140252,0.554849642177898,,,
19403,paparazzi,المصورين,paparazzit,paparazi,ảnh,magazin,0.580279793690725,0.556531933699705,0.56101927988701,0.556133535464409,0.56285957500286,0.554714443267714,,,
19405,immaterial,مادية,lényegtelen,penting,vô_hình,önemsiz,0.54214432729365,0.558807582077229,0.550234052924022,0.523749805157914,0.553901466862427,0.556478357978715,2.8,,
19406,spied,تجسست,kémkedett,memata-matai,theo_dõi,casusluk,0.537762704554962,0.554999010870237,0.533349738850588,0.537643186986071,0.550558476723073,0.550660789098074,,,
19407,sneaky,متسلل,alattomos,licik,lén_lút,sinsi,0.578288588347203,0.571428832501056,0.586527221834534,0.600103155629296,0.580173049139448,0.581293801400612,5,,
19410,adorable,رائعتين,imádnivaló,menggemaskan,đáng,tapılası,0.603015843327475,0.573575607704605,0.565712076179557,0.576562250638778,0.579309700572025,0.583254417555535,4.7,,
